name	description	comment
F090W_CIRC6_e	Flux NMAD uncertainty of source within a circular aperture of 0.50'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F090W_CIRC6_ei	Flux uncertainty of source within a circular aperture of 0.50'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F105W_CIRC0	Flux of source within a circular aperture of 80% enclosed energy radius (nJy) [unit: nJy]	form=E
F105W_CIRC0_bkg	F105W_CIRC0_bkg [unit: nJy]	form=D
F105W_CIRC0_e	Flux NMAD uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F105W_CIRC0_ei	Flux uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F105W_CIRC1	Flux of source within a circular aperture of 0.10'' radius (nJy) [unit: nJy]	form=E
F105W_CIRC1_bkg	F105W_CIRC1_bkg [unit: nJy]	form=D
F105W_CIRC1_e	Flux NMAD uncertainty of source within a circular aperture of 0.10'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F105W_CIRC1_ei	Flux uncertainty of source within a circular aperture of 0.10'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F105W_CIRC2	Flux of source within a circular aperture of 0.15'' radius (nJy) [unit: nJy]	form=E
F105W_CIRC2_bkg	F105W_CIRC2_bkg [unit: nJy]	form=D
F105W_CIRC2_e	Flux NMAD uncertainty of source within a circular aperture of 0.15'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F105W_CIRC2_ei	Flux uncertainty of source within a circular aperture of 0.15'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F105W_CIRC3	Flux of source within a circular aperture of 0.25'' radius (nJy) [unit: nJy]	form=E
F105W_CIRC3_bkg	F105W_CIRC3_bkg [unit: nJy]	form=D
F105W_CIRC3_e	Flux NMAD uncertainty of source within a circular aperture of 0.25'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F105W_CIRC3_ei	Flux uncertainty of source within a circular aperture of 0.25'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F105W_CIRC4	Flux of source within a circular aperture of 0.30'' radius (nJy) [unit: nJy]	form=E
F105W_CIRC4_bkg	F105W_CIRC4_bkg [unit: nJy]	form=D
F105W_CIRC4_e	Flux NMAD uncertainty of source within a circular aperture of 0.30'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F105W_CIRC4_ei	Flux uncertainty of source within a circular aperture of 0.30'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F105W_CIRC5	Flux of source within a circular aperture of 0.35'' radius (nJy) [unit: nJy]	form=E
F105W_CIRC5_bkg	F105W_CIRC5_bkg [unit: nJy]	form=D
F105W_CIRC5_e	Flux NMAD uncertainty of source within a circular aperture of 0.35'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F105W_CIRC5_ei	Flux uncertainty of source within a circular aperture of 0.35'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F105W_CIRC6	Flux of source within a circular aperture of 0.50'' radius (nJy) [unit: nJy]	form=E
F105W_CIRC6_bkg	F105W_CIRC6_bkg [unit: nJy]	form=D
F105W_CIRC6_e	Flux NMAD uncertainty of source within a circular aperture of 0.50'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F105W_CIRC6_ei	Flux uncertainty of source within a circular aperture of 0.50'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F115W_CIRC0	Flux of source within a circular aperture of 80% enclosed energy radius (nJy) [unit: nJy]	form=E
F115W_CIRC0_bkg	F115W_CIRC0_bkg [unit: nJy]	form=D
F115W_CIRC0_e	Flux NMAD uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F115W_CIRC0_ei	Flux uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F115W_CIRC1	Flux of source within a circular aperture of 0.10'' radius (nJy) [unit: nJy]	form=E
F115W_CIRC1_bkg	F115W_CIRC1_bkg [unit: nJy]	form=D
F115W_CIRC1_e	Flux NMAD uncertainty of source within a circular aperture of 0.10'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F115W_CIRC1_ei	Flux uncertainty of source within a circular aperture of 0.10'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F115W_CIRC2	Flux of source within a circular aperture of 0.15'' radius (nJy) [unit: nJy]	form=E
F115W_CIRC2_bkg	F115W_CIRC2_bkg [unit: nJy]	form=D
F115W_CIRC2_e	Flux NMAD uncertainty of source within a circular aperture of 0.15'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F115W_CIRC2_ei	Flux uncertainty of source within a circular aperture of 0.15'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F115W_CIRC3	Flux of source within a circular aperture of 0.25'' radius (nJy) [unit: nJy]	form=E
F115W_CIRC3_bkg	F115W_CIRC3_bkg [unit: nJy]	form=D
F115W_CIRC3_e	Flux NMAD uncertainty of source within a circular aperture of 0.25'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F115W_CIRC3_ei	Flux uncertainty of source within a circular aperture of 0.25'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F115W_CIRC4	Flux of source within a circular aperture of 0.30'' radius (nJy) [unit: nJy]	form=E
F115W_CIRC4_bkg	F115W_CIRC4_bkg [unit: nJy]	form=D
F115W_CIRC4_e	Flux NMAD uncertainty of source within a circular aperture of 0.30'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F115W_CIRC4_ei	Flux uncertainty of source within a circular aperture of 0.30'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F115W_CIRC5	Flux of source within a circular aperture of 0.35'' radius (nJy) [unit: nJy]	form=E
F115W_CIRC5_bkg	F115W_CIRC5_bkg [unit: nJy]	form=D
F115W_CIRC5_e	Flux NMAD uncertainty of source within a circular aperture of 0.35'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F115W_CIRC5_ei	Flux uncertainty of source within a circular aperture of 0.35'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F115W_CIRC6	Flux of source within a circular aperture of 0.50'' radius (nJy) [unit: nJy]	form=E
F115W_CIRC6_bkg	F115W_CIRC6_bkg [unit: nJy]	form=D
F115W_CIRC6_e	Flux NMAD uncertainty of source within a circular aperture of 0.50'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F115W_CIRC6_ei	Flux uncertainty of source within a circular aperture of 0.50'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F125W_CIRC0	Flux of source within a circular aperture of 80% enclosed energy radius (nJy) [unit: nJy]	form=E
F125W_CIRC0_bkg	F125W_CIRC0_bkg [unit: nJy]	form=D
F125W_CIRC0_e	Flux NMAD uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F125W_CIRC0_ei	Flux uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F125W_CIRC1	Flux of source within a circular aperture of 0.10'' radius (nJy) [unit: nJy]	form=E
F125W_CIRC1_bkg	F125W_CIRC1_bkg [unit: nJy]	form=D
F125W_CIRC1_e	Flux NMAD uncertainty of source within a circular aperture of 0.10'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F125W_CIRC1_ei	Flux uncertainty of source within a circular aperture of 0.10'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F125W_CIRC2	Flux of source within a circular aperture of 0.15'' radius (nJy) [unit: nJy]	form=E
F125W_CIRC2_bkg	F125W_CIRC2_bkg [unit: nJy]	form=D
F125W_CIRC2_e	Flux NMAD uncertainty of source within a circular aperture of 0.15'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F125W_CIRC2_ei	Flux uncertainty of source within a circular aperture of 0.15'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F125W_CIRC3	Flux of source within a circular aperture of 0.25'' radius (nJy) [unit: nJy]	form=E
F125W_CIRC3_bkg	F125W_CIRC3_bkg [unit: nJy]	form=D
F125W_CIRC3_e	Flux NMAD uncertainty of source within a circular aperture of 0.25'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F125W_CIRC3_ei	Flux uncertainty of source within a circular aperture of 0.25'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F125W_CIRC4	Flux of source within a circular aperture of 0.30'' radius (nJy) [unit: nJy]	form=E
F125W_CIRC4_bkg	F125W_CIRC4_bkg [unit: nJy]	form=D
F125W_CIRC4_e	Flux NMAD uncertainty of source within a circular aperture of 0.30'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F125W_CIRC4_ei	Flux uncertainty of source within a circular aperture of 0.30'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F125W_CIRC5	Flux of source within a circular aperture of 0.35'' radius (nJy) [unit: nJy]	form=E
F125W_CIRC5_bkg	F125W_CIRC5_bkg [unit: nJy]	form=D
F125W_CIRC5_e	Flux NMAD uncertainty of source within a circular aperture of 0.35'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F125W_CIRC5_ei	Flux uncertainty of source within a circular aperture of 0.35'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F125W_CIRC6	Flux of source within a circular aperture of 0.50'' radius (nJy) [unit: nJy]	form=E
F125W_CIRC6_bkg	F125W_CIRC6_bkg [unit: nJy]	form=D
F125W_CIRC6_e	Flux NMAD uncertainty of source within a circular aperture of 0.50'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F125W_CIRC6_ei	Flux uncertainty of source within a circular aperture of 0.50'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F140W_CIRC0	Flux of source within a circular aperture of 80% enclosed energy radius (nJy) [unit: nJy]	form=E
F140W_CIRC0_bkg	F140W_CIRC0_bkg [unit: nJy]	form=D
F140W_CIRC0_e	Flux NMAD uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F140W_CIRC0_ei	Flux uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F140W_CIRC1	Flux of source within a circular aperture of 0.10'' radius (nJy) [unit: nJy]	form=E
F140W_CIRC1_bkg	F140W_CIRC1_bkg [unit: nJy]	form=D
F140W_CIRC1_e	Flux NMAD uncertainty of source within a circular aperture of 0.10'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F140W_CIRC1_ei	Flux uncertainty of source within a circular aperture of 0.10'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F140W_CIRC2	Flux of source within a circular aperture of 0.15'' radius (nJy) [unit: nJy]	form=E
F140W_CIRC2_bkg	F140W_CIRC2_bkg [unit: nJy]	form=D
F140W_CIRC2_e	Flux NMAD uncertainty of source within a circular aperture of 0.15'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F140W_CIRC2_ei	Flux uncertainty of source within a circular aperture of 0.15'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F140W_CIRC3	Flux of source within a circular aperture of 0.25'' radius (nJy) [unit: nJy]	form=E
F140W_CIRC3_bkg	F140W_CIRC3_bkg [unit: nJy]	form=D
F140W_CIRC3_e	Flux NMAD uncertainty of source within a circular aperture of 0.25'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F140W_CIRC3_ei	Flux uncertainty of source within a circular aperture of 0.25'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F140W_CIRC4	Flux of source within a circular aperture of 0.30'' radius (nJy) [unit: nJy]	form=E
F140W_CIRC4_bkg	F140W_CIRC4_bkg [unit: nJy]	form=D
F140W_CIRC4_e	Flux NMAD uncertainty of source within a circular aperture of 0.30'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F140W_CIRC4_ei	Flux uncertainty of source within a circular aperture of 0.30'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F140W_CIRC5	Flux of source within a circular aperture of 0.35'' radius (nJy) [unit: nJy]	form=E
F140W_CIRC5_bkg	F140W_CIRC5_bkg [unit: nJy]	form=D
F140W_CIRC5_e	Flux NMAD uncertainty of source within a circular aperture of 0.35'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F140W_CIRC5_ei	Flux uncertainty of source within a circular aperture of 0.35'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F140W_CIRC6	Flux of source within a circular aperture of 0.50'' radius (nJy) [unit: nJy]	form=E
F140W_CIRC6_bkg	F140W_CIRC6_bkg [unit: nJy]	form=D
F140W_CIRC6_e	Flux NMAD uncertainty of source within a circular aperture of 0.50'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F140W_CIRC6_ei	Flux uncertainty of source within a circular aperture of 0.50'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F150W_CIRC0	Flux of source within a circular aperture of 80% enclosed energy radius (nJy) [unit: nJy]	form=E
F150W_CIRC0_bkg	F150W_CIRC0_bkg [unit: nJy]	form=D
F150W_CIRC0_e	Flux NMAD uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F150W_CIRC0_ei	Flux uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F150W_CIRC1	Flux of source within a circular aperture of 0.10'' radius (nJy) [unit: nJy]	form=E
F150W_CIRC1_bkg	F150W_CIRC1_bkg [unit: nJy]	form=D
F150W_CIRC1_e	Flux NMAD uncertainty of source within a circular aperture of 0.10'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F150W_CIRC1_ei	Flux uncertainty of source within a circular aperture of 0.10'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F150W_CIRC2	Flux of source within a circular aperture of 0.15'' radius (nJy) [unit: nJy]	form=E
F150W_CIRC2_bkg	F150W_CIRC2_bkg [unit: nJy]	form=D
F150W_CIRC2_e	Flux NMAD uncertainty of source within a circular aperture of 0.15'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F150W_CIRC2_ei	Flux uncertainty of source within a circular aperture of 0.15'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F150W_CIRC3	Flux of source within a circular aperture of 0.25'' radius (nJy) [unit: nJy]	form=E
F150W_CIRC3_bkg	F150W_CIRC3_bkg [unit: nJy]	form=D
F150W_CIRC3_e	Flux NMAD uncertainty of source within a circular aperture of 0.25'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F150W_CIRC3_ei	Flux uncertainty of source within a circular aperture of 0.25'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F150W_CIRC4	Flux of source within a circular aperture of 0.30'' radius (nJy) [unit: nJy]	form=E
F150W_CIRC4_bkg	F150W_CIRC4_bkg [unit: nJy]	form=D
F150W_CIRC4_e	Flux NMAD uncertainty of source within a circular aperture of 0.30'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F150W_CIRC4_ei	Flux uncertainty of source within a circular aperture of 0.30'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F150W_CIRC5	Flux of source within a circular aperture of 0.35'' radius (nJy) [unit: nJy]	form=E
F150W_CIRC5_bkg	F150W_CIRC5_bkg [unit: nJy]	form=D
F150W_CIRC5_e	Flux NMAD uncertainty of source within a circular aperture of 0.35'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F150W_CIRC5_ei	Flux uncertainty of source within a circular aperture of 0.35'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F150W_CIRC6	Flux of source within a circular aperture of 0.50'' radius (nJy) [unit: nJy]	form=E
F150W_CIRC6_bkg	F150W_CIRC6_bkg [unit: nJy]	form=D
F150W_CIRC6_e	Flux NMAD uncertainty of source within a circular aperture of 0.50'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F150W_CIRC6_ei	Flux uncertainty of source within a circular aperture of 0.50'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F160W_CIRC0	Flux of source within a circular aperture of 80% enclosed energy radius (nJy) [unit: nJy]	form=E
F160W_CIRC0_bkg	F160W_CIRC0_bkg [unit: nJy]	form=D
F160W_CIRC0_e	Flux NMAD uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F160W_CIRC0_ei	Flux uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F160W_CIRC1	Flux of source within a circular aperture of 0.10'' radius (nJy) [unit: nJy]	form=E
F160W_CIRC1_bkg	F160W_CIRC1_bkg [unit: nJy]	form=D
F160W_CIRC1_e	Flux NMAD uncertainty of source within a circular aperture of 0.10'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F160W_CIRC1_ei	Flux uncertainty of source within a circular aperture of 0.10'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F160W_CIRC2	Flux of source within a circular aperture of 0.15'' radius (nJy) [unit: nJy]	form=E
F160W_CIRC2_bkg	F160W_CIRC2_bkg [unit: nJy]	form=D
F160W_CIRC2_e	Flux NMAD uncertainty of source within a circular aperture of 0.15'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F160W_CIRC2_ei	Flux uncertainty of source within a circular aperture of 0.15'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F160W_CIRC3	Flux of source within a circular aperture of 0.25'' radius (nJy) [unit: nJy]	form=E
F160W_CIRC3_bkg	F160W_CIRC3_bkg [unit: nJy]	form=D
F160W_CIRC3_e	Flux NMAD uncertainty of source within a circular aperture of 0.25'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F160W_CIRC3_ei	Flux uncertainty of source within a circular aperture of 0.25'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F160W_CIRC4	Flux of source within a circular aperture of 0.30'' radius (nJy) [unit: nJy]	form=E
F160W_CIRC4_bkg	F160W_CIRC4_bkg [unit: nJy]	form=D
F160W_CIRC4_e	Flux NMAD uncertainty of source within a circular aperture of 0.30'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F160W_CIRC4_ei	Flux uncertainty of source within a circular aperture of 0.30'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F160W_CIRC5	Flux of source within a circular aperture of 0.35'' radius (nJy) [unit: nJy]	form=E
F160W_CIRC5_bkg	F160W_CIRC5_bkg [unit: nJy]	form=D
F160W_CIRC5_e	Flux NMAD uncertainty of source within a circular aperture of 0.35'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F160W_CIRC5_ei	Flux uncertainty of source within a circular aperture of 0.35'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F160W_CIRC6	Flux of source within a circular aperture of 0.50'' radius (nJy) [unit: nJy]	form=E
F160W_CIRC6_bkg	F160W_CIRC6_bkg [unit: nJy]	form=D
F160W_CIRC6_e	Flux NMAD uncertainty of source within a circular aperture of 0.50'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F160W_CIRC6_ei	Flux uncertainty of source within a circular aperture of 0.50'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F162M_CIRC0	Flux of source within a circular aperture of 80% enclosed energy radius (nJy) [unit: nJy]	form=E
F162M_CIRC0_bkg	F162M_CIRC0_bkg [unit: nJy]	form=D
F162M_CIRC0_e	Flux NMAD uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F162M_CIRC0_ei	Flux uncertainty of source within a circular aperture of 80% enclosed energy radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F162M_CIRC1	Flux of source within a circular aperture of 0.10'' radius (nJy) [unit: nJy]	form=E
F162M_CIRC1_bkg	F162M_CIRC1_bkg [unit: nJy]	form=D
F162M_CIRC1_e	Flux NMAD uncertainty of source within a circular aperture of 0.10'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F162M_CIRC1_ei	Flux uncertainty of source within a circular aperture of 0.10'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F162M_CIRC2	Flux of source within a circular aperture of 0.15'' radius (nJy) [unit: nJy]	form=E
F162M_CIRC2_bkg	F162M_CIRC2_bkg [unit: nJy]	form=D
F162M_CIRC2_e	Flux NMAD uncertainty of source within a circular aperture of 0.15'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F162M_CIRC2_ei	Flux uncertainty of source within a circular aperture of 0.15'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F162M_CIRC3	Flux of source within a circular aperture of 0.25'' radius (nJy) [unit: nJy]	form=E
F162M_CIRC3_bkg	F162M_CIRC3_bkg [unit: nJy]	form=D
F162M_CIRC3_e	Flux NMAD uncertainty of source within a circular aperture of 0.25'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
F162M_CIRC3_ei	Flux uncertainty of source within a circular aperture of 0.25'' radius, measured from the ERR extension (nJy) [unit: nJy]	form=E
F162M_CIRC4	Flux of source within a circular aperture of 0.30'' radius (nJy) [unit: nJy]	form=E
F162M_CIRC4_bkg	F162M_CIRC4_bkg [unit: nJy]	form=D
F162M_CIRC4_e	Flux NMAD uncertainty of source within a circular aperture of 0.30'' radius, measured from a series of random apertures (nJy) [unit: nJy]	form=E
