name	description	comment
F162M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F182M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F182M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F182M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F182M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F182M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F182M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F182M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F182M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F200W_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F200W_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F200W_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F200W_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F200W_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F200W_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F200W_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F200W_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F210M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F210M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F210M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F210M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F210M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F210M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F210M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F210M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F250M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F250M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F250M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F250M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F250M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F250M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F250M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F250M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F277W_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F277W_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F277W_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F277W_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F277W_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F277W_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F277W_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F277W_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F300M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F300M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F300M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F300M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F300M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F300M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F300M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F300M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F335M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F335M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F335M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F335M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F335M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F335M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F335M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F335M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F356W_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F356W_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F356W_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F356W_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F356W_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F356W_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F356W_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F356W_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F410M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F410M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F410M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F410M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F410M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F410M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F410M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F410M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F430M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F430M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F430M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F430M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F430M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F430M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F430M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F430M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F435W_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F435W_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F435W_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F435W_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F435W_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F435W_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F435W_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F435W_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F444W_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F444W_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F444W_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F444W_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F444W_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F444W_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F444W_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F444W_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F460M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F460M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F460M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F460M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F460M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F460M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F460M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F460M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F480M_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F480M_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F480M_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F480M_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F480M_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F480M_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F480M_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F480M_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F606W_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F606W_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F606W_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F606W_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F606W_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F606W_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F606W_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
F606W_KRON_S_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 1.4 [unit: nJy]	form=E
F775W_KRON	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 2.5 [unit: nJy]	form=E
F775W_KRON_bkg	Background subtraction value for {BAND}_KRON with Kron parameter k = 2.5 [unit: nJy]	form=E
F775W_KRON_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression applied to common-PSF image using Kron parameter k = 2.5 [unit: nJy]	form=E
F775W_KRON_ei	Aperture-corrected flux uncertainty determined from common-PSF ERR image using Kron parameter k = 2.5 [unit: nJy]	form=E
F775W_KRON_S	Aperture-corrected, background-subtracted flux for filter {BAND} common-PSF image within the aperture with Kron parameter k = 1.4 [unit: nJy]	form=E
F775W_KRON_S_bkg	Background subtraction value for {BAND}_KRON_S with Kron parameter k = 1.4 [unit: nJy]	form=E
F775W_KRON_S_e	Aperture-corrected flux uncertainty for filter {BAND} determined from uncertainty model regression using Kron parameter k = 1.4 [unit: nJy]	form=E
